label,content
F,Alcohol-free hand sanitiser with distilled cow urine obtained from indigenous cows sold by Cowpathy is useful for preventing the coronavirus
F,"A mixture of the ayurvedic herb giloy, turmeric and basil leaves could help prevent coronavirus"
F,Making herbal hand sanitisers at home can help we prevent the virus
F,"Be vegetarian! Do not create viruses like coronavirus, which pose a danger to humanity, by having [meat of] different kinds of animals"
F,"A 15,000-rupee (£165) ""anti-coronavirus"" mattress was as advertised virus-resistant. It is anti-fungal, anti-allergic, dustproof and waterproof, so nothing can go inside it"
F,Breaking! The Italien Army has deployed a lot of tanks in the city of Foggia as around 50 prisioners escaped from local jail
F,"The vaccine was created in Australia to combat Covid-19, and the only country in the world to have bought it is Switzerland. Taking six doses of the vaccine would give protection from the virus for a year"
F,Hand dryers are effective in killing the coronavirus
F,WHO advises against eating bread to prevent coronavirus
F,WHO recommends against eating baked goods to prevent coronavirus
F,Lemon and turmeric is an effective preventive measure against covid-19
F,Union Home Minister @amitshah has been infected with #COVID19
F,"WHO is floating around on whatsapp, saying that it has announced a lockdown schedule"
F,Eating ice cream causes coronavirus
F,Pets can transmit coronavirus infections in humans
F,Coronavirus can be destroyed by hot water vapor
F,Mustard oil helps prevent coronavirus
F,"MCI advisory being circulated on social media, stating that MBBS UGs and students will be recruited for assistance in healthcare against #Covid19"
F,India has entered stage 3 of the coronavirus
F,Coronavirus infection can be transmitted by consumption of poultry products
F,India Internet services has been shutdown amidst Coronavirus Outbreak
F,Drinking bitter melon juice can cure coronavirus
F,Nagpur has tested 59 positive coronavirus cases including 3 doctors
F,Indian Government has announced deduction in the salary/pension of Government employees
F,The Government is likely to impose Financial Emergency in India to tackle the crisis caused by #Covid19
F,The risk of #Coronavirus in India has been reduced due to noise produced during the #JantaCurfew
F,Paracetamol can treat coronavirus infection
F,Coronavirus survives only for 12 hours
F,The vibration generated by clapping together will destroy #Coronavirus infection
F,Antibiotics can be effective in preventing #Coronavirus
F,Eating lamb can cause coronavirus infections
F,Norwegian scientists found that coronavirus is susceptible to high-intensity sound
F,Angry Citizens Did Not Place A Naked Statue Of Trump In New York City Due To His Inability To Contain COVID-19 Situation
F,The video shows a man spitting into a bottle of tea and placing it back on a supermarket rack which has now gone viral that this was an attempt to spread the coronavirus infection
F,Ultraviolet Rays from the sun can kill Coronavirus because melanin in our skin absorbs it. People should stand under the sun to prevent or kill the virus
F,Disaster Management Act in India restricts citizens to share posts on COVID-19
F,The world’s cutest baby Anahita Hashemzadeh has been diagnosed with coronavirus. Please pray for this baby
F,"Please note all Indians! Post Lockdown shops will remain closed, Detention by police, No home deliveries"
F,American scientists have already developed a cure for Covid-19. The post comes along with an image that claims to be the medicine for COVID-19 by the name “COVID-19 IgM/IgG”
F,"Hello, Kindly request you not to come out of your house after 10 pm tonight till tomorrow 5 am…. As BBMP will be spraying medicine in the air in order to kill the COVID-19!! Share this information to all your friends, relatives and family members who are residing in Bangalore. Thank you! From BBMP"
F,Bananas can help you to prevent a COVID-19 infection
F,"Research conducted by scientists from the University of Queensland in Australia proves that bananas, improve your inmune [sic] system due to the super source of Vitamins B-6 and helps prevent coronavirus. Having a banana a day keeps the coronavirus AWAY"
F,Use of Chloroquine for treating COVID-19 has been approved by the WHO
F,Cocaine is a cure for COVID-19
F,"After the outbreak of Coronavirus in China, the Chinese government has started a mass extermination of human lives infected with coronavirus. The Chinese government has quarantined and locked up infected patient’s in their homes"
F,"A video shows how the Chinese police and doctors are detaining Coronavirus patients on the highway. We can see a team of police in hazmat suits forcefully restraining a man as he refuses to cooperate with officials when his car is stopped. As the man begins to drive away, he is stopped by a police van and surrounded by men carrying riot shields. As he gets out of his car, a net is thrown over his head and officials grab him"
F,OMG: China needs coronavirus SWAT (special weapons and tactics) police team to arrest this drop dead virus victims
F,Only in China: Medical SWAT teams with riot shields and dog-catcher nets practicing to catch a person with coronavirus symptoms
